openalex_id,doi,year,type,title,venue,primary_topic,matched_terms,auto_flag,abstract_first_60_words
https://openalex.org/W2779532839,https://doi.org/10.48550/arxiv.1712.08768,2017,preprint,Learning-Based Computation Offloading for IoT Devices with Energy Harvesting,arXiv (Cornell University),Energy Harvesting in Wireless Networks,computation offloading,,"Internet of Things (IoT) devices can apply mobile-edge computing (MEC) and energy harvesting (EH) to provide the satisfactory quality of experiences for computation intensive applications and prolong the battery lifetime. In this article, we investigate the computation offloading for IoT devices with energy harvesting in wireless networks with multiple MEC devices such as base stations and access points, each with"
https://openalex.org/W2787402275,https://doi.org/10.1109/pimrc.2017.8292514,2017,conference-paper,Computation offloading for mobile edge computing: A deep learning approach,,IoT and Edge/Fog Computing,computation offloading,,"Computation offloading has already shown itself to be successful for enabling resource-intensive applications on mobile devices. Moreover, in view of mobile edge computing (MEC) system, mobile devices can offload compute-intensive tasks to a nearby cloudlet, so as to save the energy and enhance the processing speed. However, due to the varying network conditions and limited computation resources of cloudlets, the"
https://openalex.org/W2962752334,https://doi.org/10.15353/vsnl.v3i1.171,2017,article,Fast YOLO: A Fast You Only Look Once System for Real-time Embedded Object Detection in Video,Journal of Computational Vision and Imaging Systems,Advanced Neural Network Applications,adaptive inference,,"Object detection is considered one of the most challenging problemsin this field of computer vision, as it involves the combinationof object classification and object localization within a scene. Recently,deep neural networks (DNNs) have been demonstrated toachieve superior object detection performance compared to otherapproaches, with YOLOv2 (an improved You Only Look Once model)being one of the state-of-the-art in DNN-based object detectionmethods"
https://openalex.org/W2963452728,https://doi.org/10.48550/arxiv.1705.07565,2017,preprint,Learning to Prune Deep Neural Networks via Layer-wise Optimal Brain\n Surgeon,arXiv (Cornell University),Advanced Neural Network Applications,slimmable,,"How to develop slim and accurate deep neural networks has become crucial for\nreal- world applications, especially for those employed in embedded systems.\nThough previous work along this research line has shown some promising results,\nmost existing methods either fail to significantly compress a well-trained deep\nnetwork or require a heavy retraining process for the pruned deep network to\nre-boost its prediction performance. In this"
https://openalex.org/W4299967519,https://doi.org/10.48550/arxiv.1705.05922,2017,preprint,LCDet: Low-Complexity Fully-Convolutional Neural Networks for Object\n Detection in Embedded Systems,arXiv (Cornell University),Advanced Neural Network Applications,slimmable,,"Deep convolutional Neural Networks (CNN) are the state-of-the-art performers\nfor object detection task. It is well known that object detection requires more\ncomputation and memory than image classification. Thus the consolidation of a\nCNN-based object detection for an embedded system is more challenging. In this\nwork, we propose LCDet, a fully-convolutional neural network for generic object\ndetection that aims to work in embedded systems. We"
https://openalex.org/W4302583374,https://doi.org/10.48550/arxiv.1709.05943,2017,preprint,Fast YOLO: A Fast You Only Look Once System for Real-time Embedded\n Object Detection in Video,arXiv (Cornell University),Advanced Neural Network Applications,adaptive inference,,"Object detection is considered one of the most challenging problems in this\nfield of computer vision, as it involves the combination of object\nclassification and object localization within a scene. Recently, deep neural\nnetworks (DNNs) have been demonstrated to achieve superior object detection\nperformance compared to other approaches, with YOLOv2 (an improved You Only\nLook Once model) being one of the state-of-the-art in DNN-based object\ndetection"
https://openalex.org/W2747590145,https://doi.org/10.1609/aaai.v32i1.11876,2018,conference-paper,DeepRebirth: Accelerating Deep Neural Network Execution on Mobile Devices,Proceedings of the AAAI Conference on Artificial Intelligence,Advanced Neural Network Applications,slimmable,,"Deploying deep neural networks on mobile devices is a challenging task. Current model compression methods such as matrix decomposition effectively reduce the deployed model size, but still cannot satisfy real-time processing requirement. This paper first discovers that the major obstacle is the excessive execution time of non-tensor layers such as pooling and normalization without tensor-like trainable parameters. This motivates us"
https://openalex.org/W2793735010,https://doi.org/10.1109/infocom.2018.8485850,2018,conference-paper,Accelerating Mobile Applications at the Network Edge with Software-Programmable FPGAs,,IoT and Edge/Fog Computing,computation offloading,,"Recently, Edge Computing has emerged as a new computing paradigm dedicated for mobile applications for performance enhancement and energy efficiency purposes. Specifically, it benefits today's interactive applications on power-constrained devices by offloading compute-intensive tasks to the edge nodes which is in close proximity. Meanwhile, Field Programmable Gate Array (FPGA) is well known for its excellence in accelerating compute-intensive tasks such"
https://openalex.org/W2794478957,https://doi.org/10.1109/hpca.2018.00018,2018,conference-paper,In-Situ AI: Towards Autonomous and Incremental Deep Learning for IoT Systems,,Advanced Neural Network Applications,configuration selection,,"Recent years have seen an exploration of data volumes from a myriad of IoT devices, such as various sensors and ubiquitous cameras. The deluge of IoT data creates enormous opportunities for us to explore the physical world, especially with the help of deep learning techniques. Traditionally, the Cloud is the option for deploying deep learning based applications. However, the challenges"
https://openalex.org/W2806506455,https://doi.org/10.1145/3194554.3194565,2018,conference-paper,Energy and Performance Efficient Computation Offloading for Deep Neural Networks in a Mobile Cloud Computing Environment,,IoT and Edge/Fog Computing,computation offloading,,"In today's computing technology scene, mobile devices are considered to be computationally weak, while large cloud servers are capable of handling expensive workloads, therefore, intensive computing tasks are typically offloaded to the cloud. Recent advances in learning techniques have enabled Deep Neural Networks (DNNs) to be deployed in a wide range of applications. Commercial speech based intelligent personal assistants (IPA)"
https://openalex.org/W2808052525,https://doi.org/10.1109/icdcs.2018.00154,2018,conference-paper,Computation Offloading for Machine Learning Web Apps in the Edge Server Environment,,IoT and Edge/Fog Computing,computation offloading,,"Machine leaning apps require heavy computations, especially with the use of the deep neural network (DNN), so an embedded device with limited hardware cannot run the apps by itself. One solution for this problem is to offload DNN computations from the client to a nearby edge server. Existing approaches to DNN offloading with edge servers either specialize the edge server"
https://openalex.org/W2809251854,https://doi.org/10.1145/3229556.3229562,2018,conference-paper,Edge Intelligence,,IoT and Edge/Fog Computing,DNN partitioning|early exit,,"As the backbone technology of machine learning, deep neural networks (DNNs) have have quickly ascended to the spotlight. Running DNNs on resource-constrained mobile devices is, however, by no means trivial, since it incurs high performance and energy overhead. While offloading DNNs to the cloud for execution suffers unpredictable performance, due to the uncontrolled long wide-area network latency. To address these"
https://openalex.org/W2892952080,https://doi.org/10.1145/3267809.3267828,2018,conference-paper,IONN,,IoT and Edge/Fog Computing,DNN partitioning,,"Current wisdom to run computation-intensive deep neural network (DNN) on resource-constrained mobile devices is allowing the mobile clients to make DNN queries to central cloud servers, where the corresponding DNN models are pre-installed. Unfortunately, this centralized, cloud-based DNN offloading is not appropriate for emerging decentralized cloud infrastructures (e.g., cloudlet, edge/fog servers), where the client may send computation requests to any"
https://openalex.org/W2893379203,https://doi.org/10.1007/978-3-030-01418-6_40,2018,conference-paper,Auto-tuning Neural Network Quantization Framework for Collaborative Inference Between the Cloud and Edge,Lecture notes in computer science,Advanced Neural Network Applications,collaborative inference,,
https://openalex.org/W2894114519,https://doi.org/10.1007/s11036-018-1119-7,2018,article,Learning for Smart Edge: Cognitive Learning-Based Computation Offloading,Mobile Networks and Applications,IoT and Edge/Fog Computing,computation offloading,,
https://openalex.org/W2894889593,https://doi.org/10.1145/3267242.3267252,2018,conference-paper,Deepauth,,User Authentication and Security Systems,slimmable,,"This paper proposes DeepAuth, an in-situ authentication framework that leverages the unique motion patterns when users entering passwords as behavioural biometrics. It uses a deep recurrent neural network to capture the subtle motion signatures during password input, and employs a novel loss function to learn deep feature representations that are robust to noise, unseen passwords, and malicious imposters even with"
https://openalex.org/W2896158778,https://doi.org/10.1109/bdcloud.2018.00110,2018,conference-paper,"To Compress, or Not to Compress: Characterizing Deep Learning Model Compression for Embedded Inference",,Advanced Neural Network Applications,computation offloading,,"The recent advances in deep neural networks (DNNs) make them attractive for embedded systems. However, it can take a long time for DNNs to make an inference on resource constrained computing devices. Model compression techniques can address the computation issue of deep inference on embedded devices. This technique is highly attractive, as it does not rely on specialized hardware, or"
https://openalex.org/W2896988829,https://doi.org/10.3390/rs10101618,2018,article,Slim and Efficient Neural Network Design for Resource-Constrained SAR Target Recognition,Remote Sensing,Advanced SAR Imaging Techniques,slimmable,,"Deep convolutional neural networks (CNN) have been recently applied to synthetic aperture radar (SAR) for automatic target recognition (ATR) and have achieved state-of-the-art results with significantly improved recognition performance. However, the training period of deep CNN is long, and the size of the network is huge, sometimes reaching hundreds of megabytes. These two factors of deep CNN hinders its practical"
https://openalex.org/W2898998156,https://doi.org/10.48550/arxiv.1810.12859,2018,preprint,JavaScript Convolutional Neural Networks for Keyword Spotting in the Browser: An Experimental Analysis,arXiv (Cornell University),Advanced Text Analysis Techniques,slimmable,,"Used for simple commands recognition on devices from smart routers to mobile phones, keyword spotting systems are everywhere. Ubiquitous as well are web applications, which have grown in popularity and complexity over the last decade with significant improvements in usability under cross-platform conditions. However, despite their obvious advantage in natural language interaction, voice-enabled web applications are still far and few"
https://openalex.org/W2900073955,https://doi.org/10.1109/access.2018.2880196,2018,article,IF-CNN: Image-Aware Inference Framework for CNN With the Collaboration of Mobile Devices and Cloud,IEEE Access,Advanced Neural Network Applications,computation offloading,,"Improving the performance of CNN-based mobile applications by offloading its computation from mobile devices to the cloud has attracted the attention of the community. Generally, there are three stages in the workflow, including local inference on the mobile device, data transmission of the intermediate result, and remote inference in the cloud. However, the time cost of local inference and data"
https://openalex.org/W2905741102,https://doi.org/10.48550/arxiv.1812.08928,2018,preprint,Slimmable Neural Networks,arXiv (Cornell University),Advanced Neural Network Applications,slimmable,,"We present a simple and general method to train a single neural network executable at different widths (number of channels in a layer), permitting instant and adaptive accuracy-efficiency trade-offs at runtime. Instead of training individual networks with different width configurations, we train a shared network with switchable batch normalization. At runtime, the network can adjust its width on the fly"
https://openalex.org/W2910908473,https://doi.org/10.1109/rtcsa.2018.00019,2018,conference-paper,An Adaptive Computation Framework of Distributed Deep Learning Models for Internet-of-Things Applications,,IoT and Edge/Fog Computing,adaptive inference,,"We propose the computation framework that facilitates the inference of the distributed deep learning model to be performed collaboratively by the devices in a distributed computing hierarchy. For example, in Internet-of-Things (IoT) applications, the three-tier computing hierarchy consists of end devices, gateways, and server(s), and the model inference could be done adaptively by one or more computing tiers from the"
https://openalex.org/W2918595110,https://doi.org/10.1109/tencon.2018.8650317,2018,conference-paper,Distributed Deep Neural Networks with System Cost Minimization in Fog Networks,,IoT and Edge/Fog Computing,computation offloading,,"This paper proposes an efficient network resource allocation in neural networks over hybrid computing hierarchies, consisting of the cloud, the fog and end devices (hybrid-fog networks, H-FogN). Firstly, we introduce network architecture and network components for intelligence delivery in which network resources for computing, communication, and storage are embedded. We formulate the problem of resource allocation and computation offloading for"
https://openalex.org/W2949866693,https://doi.org/10.48550/arxiv.1806.07840,2018,preprint,Edge Intelligence: On-Demand Deep Learning Model Co-Inference with Device-Edge Synergy,arXiv (Cornell University),Age of Information Optimization,DNN partitioning|early exit,,"As the backbone technology of machine learning, deep neural networks (DNNs) have have quickly ascended to the spotlight. Running DNNs on resource-constrained mobile devices is, however, by no means trivial, since it incurs high performance and energy overhead. While offloading DNNs to the cloud for execution suffers unpredictable performance, due to the uncontrolled long wide-area network latency. To address these"
https://openalex.org/W2950576443,https://doi.org/10.48550/arxiv.1812.09026,2018,preprint,Deep Reinforcement Learning for Real-Time Optimization in NB-IoT Networks,arXiv (Cornell University),IoT Networks and Protocols,configuration selection,,"NarrowBand-Internet of Things (NB-IoT) is an emerging cellular-based technology that offers a range of flexible configurations for massive IoT radio access from groups of devices with heterogeneous requirements. A configuration specifies the amount of radio resource allocated to each group of devices for random access and for data transmission. Assuming no knowledge of the traffic statistics, there exists an important"
https://openalex.org/W2955991369,https://doi.org/10.1109/igcc.2018.8752117,2018,conference-abstract,"Energy-Efficient Computing: Datacenters, Mobile Devices, and Mobile Clouds",,Cloud Computing and Resource Management,computation offloading,,"Energy consumption is a key design driver for electronic systems ranging from warehouse-size datacenters to battery-powered mobile devices to mobile clouds. It is well known that energy efficiency is best achieved by an application-specific mix of power-efficient hardware and runtime energy governance. Power efficient hardware requires low power devices, cell libraries, circuits, and architectures whereas effective energy governance needs significant"
https://openalex.org/W2957242392,https://doi.org/10.20372/nadre/10539,2018,article,Automatic Route Setting and Dynamic Rescheduling Following Disturbance,National Academic Digital Repository of Ethiopia,Railway Systems and Energy Efficiency,model routing,,"Nowadays, development cannot be achieved without modern infrastructure capacity. The new railway project which links Addis Ababa to Djibouti aims to fulfill this task through safety and reliability as major goals. Railway operating near their theoretical capacity is particularly vulnerable to disruption by human behavior or engineering failures that lead to delays or to even cancellations of services. In order"
https://openalex.org/W2976103559,,2018,other,Deepauth: in-situ authentication for smartwatches via deeply learned behavioural biometrics,Oxford University Research Archive (ORA) (University of Oxford),User Authentication and Security Systems,slimmable,,"This paper proposes DeepAuth, an in-situ authentication framework that leverages the unique motion patterns when users entering passwords as behavioural biometrics. It uses a deep recurrent neural network to capture the subtle motion signatures during password input, and employs a novel loss function to learn deep feature representations that are robust to noise, unseen passwords, and malicious imposters even with"
https://openalex.org/W3136218315,https://doi.org/10.32469/10355/70731,2018,dissertation,Intelligence-driven edge computing for visual cloud computing systems,,Visual Attention and Saliency Detection,computation offloading,,[ACCESS RESTRICTED TO THE UNIVERSITY OF MISSOURI AT AUTHOR'S REQUEST.] The explosive growth and diversity of mobile devices such as smart phones and Internet of Thing (IoT) devices has prompted the evolution of network and resource management strategies that seek to mitigate the issues imposed by ever-increasing demands for such computational services. Computation offloading has been shown to be an
https://openalex.org/W4384910690,https://doi.org/10.17762/turcomat.v9i3.13896,2018,article,Decision Support Systems for IoT Based Infrastructures,Türk bilgisayar ve matematik eğitimi dergisi,IoT and Edge/Fog Computing,computation offloading,,"Computation offloading divides enormous computational tasks across numerous computer resources, circumventing hardware limits. Edge computing can employ vast quantities of data, individual preferences, and clever algorithms by offloading smart models to high-performance cloud servers. We propose a getaway-centric IoT system to enable intelligent and autonomous IoT devices at the computer infrastructure's edge. Edge computing manages IoT devices by selecting and"
https://openalex.org/W2905601756,https://doi.org/10.1109/jsac.2019.2904366,2019,article,Reinforcement Learning for Real-Time Optimization in NB-IoT Networks,IEEE Journal on Selected Areas in Communications,IoT Networks and Protocols,configuration selection,,"NarrowBand Internet of Things (NB-IoT) is an emerging cellular-based technology that offers a range of flexible configurations for massive IoT radio access from groups of devices with heterogeneous requirements. A configuration specifies the amount of radio resource allocated to each group of devices for random access and for data transmission. Assuming no knowledge of the traffic statistics, there exists an"
https://openalex.org/W2909099954,https://doi.org/10.1109/tmc.2019.2893250,2019,article,DeepWear: Adaptive Local Offloading for On-Wearable Deep Learning,IEEE Transactions on Mobile Computing,IoT and Edge/Fog Computing,model partitioning,,"Due to their on-body and ubiquitous nature, wearables can generate a wide range of unique sensor data creating countless opportunities for deep learning tasks. We propose DeepWear, a deep learning (DL) framework for wearable devices to improve the performance and reduce the energy footprint. DeepWear strategically offloads DL tasks from a wearable device to its paired handheld device through local"
https://openalex.org/W2911995051,https://doi.org/10.48550/arxiv.1901.10646,2019,preprint,An Actor-Critic Reinforcement Learning Method for Computation Offloading with Delay Constraints in Mobile Edge Computing,arXiv (Cornell University),IoT and Edge/Fog Computing,computation offloading,,"In this paper, we consider a mobile edge computing system that provides computing services by cloud server and edge server collaboratively. The mobile edge computing can both reduce service delay and ease the load on the core network. We model the problem of maximizing the average system revenues with the average delay constraints for different priority service as a constrained"
https://openalex.org/W2912358421,https://doi.org/10.1109/tetci.2019.2892733,2019,article,Optimal Computational Offloading and Content Caching in Wireless Heterogeneous Mobile Edge Computing Systems With Hopfield Neural Networks,IEEE Transactions on Emerging Topics in Computational Intelligence,Advanced Memory and Neural Computing,computation offloading,,"This paper explores the problem of joint computational offloading and content caching (OCP) in the wireless heterogeneous mobile edge computing (MEC) system, where each small-cell base station (BS) is equipped with the MEC server having the content caching/processing capabilities. The communication and computing resources of the system are allocated to users requesting or offloading their contents via the BSs to"
https://openalex.org/W2913429011,https://doi.org/10.1016/j.jpdc.2019.01.003,2019,article,An efficient method of computation offloading in an edge cloud platform,Journal of Parallel and Distributed Computing,IoT and Edge/Fog Computing,computation offloading,,
https://openalex.org/W2914990490,https://doi.org/10.1109/mwscas.2019.8884912,2019,conference-paper,Slim LSTM NETWORKS: LSTM_6 and LSTM_C6,,Topic Modeling,slimmable,,"We show that parameter-reduced slim variants of Long Short-Term Memory (LSTM) Recurrent Neural Networks (RNN) are comparable in performance to the standard LSTM RNN on two diverse benchmark datasets, namely, the review sentiment IMBD and the 20 Newsgroup datasets. We focus on two of the simplest slim variants, namely LSTM_6 (i.e., standard LSTM with three fixed constant gates) and LSTM_C6_(i.e.,"
https://openalex.org/W2920031528,https://doi.org/10.1109/infocom.2019.8737614,2019,conference-paper,Dynamic Adaptive DNN Surgery for Inference Acceleration on the Edge,,Advanced Neural Network Applications,DNN partitioning|adaptive DNN,,"Recent advances in deep neural networks (DNNs) have substantially improved the accuracy and speed of a variety of intelligent applications. Nevertheless, one obstacle is that DNN inference imposes heavy computation burden to end devices, but offloading inference tasks to the cloud causes transmission of a large volume of data. Motivated by the fact that the data size of some intermediate"
https://openalex.org/W2921965200,https://doi.org/10.1109/infocomwkshps47286.2019.9093772,2019,conference-paper,Improving Device-Edge Cooperative Inference of Deep Learning via 2-Step Pruning,,IoT and Edge/Fog Computing,DNN partitioning|computation offloading,,"Deep neural networks (DNNs) are state-of-the-art solutions for many machine learning applications, and have been widely used on mobile devices. Running DNNs on resourceconstrained mobile devices often requires the help from edge servers via computation offloading. However, offloading through a bandwidth-limited wireless link is non-trivial due to the tight interplay between the computation resources on mobile devices and wireless resources."
https://openalex.org/W2924384958,https://doi.org/10.3390/s19061446,2019,article,Multi-Server Multi-User Multi-Task Computation Offloading for Mobile Edge Computing Networks,Sensors,IoT and Edge/Fog Computing,computation offloading,,"This paper studies mobile edge computing (MEC) networks where multiple wireless devices (WDs) offload their computation tasks to multiple edge servers and one cloud server. Considering different real-time computation tasks at different WDs, every task is decided to be processed locally at its WD or to be offloaded to and processed at one of the edge servers or the cloud"
https://openalex.org/W2927152095,,2019,preprint,Context-aware Dynamic Block.,arXiv (Cornell University),Advanced Neural Network Applications,dynamic inference,,"Although deeper and larger neural networks have achieved better performance nowadays, the complex network structure and increasing computational cost cannot meet the demands of many resource-constrained applications. An effective way to address this problem is to make use of dynamic inference mechanism. Existing methods usually choose to execute or skip an entire specific layer through a switch structure, which can"
https://openalex.org/W2943150480,https://doi.org/10.1109/iscas.2019.8702672,2019,conference-paper,Distributing Deep Neural Networks for Maximising Computing Capabilities and Power Efficiency in Swarm,,Advanced Neural Network Applications,early exit,,"Deploying neural networks models over embedded devices have an increased interest and many works is ongoing on that topic. Energy consumption, model sizes and inference time are critical issues as explained in the literature. In the context of IoT and edge computing, tradeoff have been studied in order to get a low cost but rapid answer, robust to connection issue"
https://openalex.org/W2944905662,,2019,dissertation,Examining the Dynamics of Biologically Inspired Systems Far From Equilibrium,VTechWorks (Virginia Tech),Gene Regulatory Network Analysis,model cascade,species,"Non-equilibrium systems have no set method of analysis, and a wide array of dynamics can be present in such systems. In this work we present three very different non-equilibrium models, inspired by biological systems and phenomena, that we analyze through computational means to showcase both the range of dynamics encompassed by these systems, as well as various techniques used to"
https://openalex.org/W2945001515,https://doi.org/10.1109/access.2019.2918585,2019,article,A Heuristic Offloading Method for Deep Learning Edge Services in 5G Networks,IEEE Access,IoT and Edge/Fog Computing,computation offloading,,"With the continuous development of the Internet of Things (IoT) and communications technology, especially under the epoch of 5G, mobile tasks with big scales of data have a strong demand in deep learning such as virtual speech recognition and video classification. Considering the limited computing resource and battery consumption of mobile devices (MDs), these tasks are often offloaded to the"
https://openalex.org/W2945235903,https://doi.org/10.1109/mcom.2019.1800971,2019,article,Computation Offloading in Multi-Access Edge Computing Using a Deep Sequential Model Based on Reinforcement Learning,IEEE Communications Magazine,IoT and Edge/Fog Computing,computation offloading,,"MEC is an emerging paradigm that utilizes computing resources at the network edge to deploy heterogeneous applications and services. In the MEC system, mobile users and enterprises can offload computation-intensive tasks to nearby computing resources to reduce latency and save energy. When users make offloading decisions, the task dependency needs to be considered. Due to the NP-hardness of the offloading"
https://openalex.org/W2945673979,https://doi.org/10.1117/12.2522656,2019,conference-paper,Dependable machine intelligence at the tactical edge,,Radiation Effects in Electronics,collaborative inference,,"The paper describes a vision for dependable application of machine learning-based inferencing on resource-constrained edge devices. The high computational overhead of sophisticated deep learning learning techniques imposes a prohibitive overhead, both in terms of energy consumption and sustainable processing throughput, on such resource-constrained edge devices (e.g., audio or video sensors). To overcome these limitations, we propose a “cognitive edge” paradigm,"
https://openalex.org/W2947671591,,2019,dissertation,Learning-Based Techniques for Energy-Efficient and Secure Computation on the Edge,eScholarship (California Digital Library),IoT and Edge/Fog Computing,computation offloading,,"In the paradigm of Internet-of-Things (IoT), smart devices will proliferate our living and working spaces. The recent decade has already witnessed an explosive growth of smartphones and wearable devices. A plethora of newer and even more powerful systems are emerging. IoT will enable more fluid human-computer interaction and immersive experiences in smart homes. IoT will facilitate rich sensing and actuating"
https://openalex.org/W2949061107,https://doi.org/10.1109/percomw.2019.8730793,2019,conference-paper,Lightweight Offloading System for Mobile Edge Computing,,IoT and Edge/Fog Computing,DNN partitioning,,"Rich mobile applications based on new technologies, such as deep neural network, rapidly increase computational demands in the mobile environment. A solution to run the computation-intensive applications on resource-constrained mobile devices is to offload computations to edge servers, computing servers located at the edge of the internet. Edge servers provide compute resources to mobile devices with a low end-to-end latency,"
https://openalex.org/W2950143435,https://doi.org/10.1145/3325413.3329791,2019,conference-paper,Exploring Image Reconstruction Attack in Deep Learning Computation Offloading,,Privacy-Preserving Technologies in Data,computation offloading,,"Deep learning (DL) computation offloading is commonly adopted to enable the use of computation-intensive DL techniques on resource-constrained devices. However, sending private user data to an external server raises a serious privacy concern. In this paper, we introduce a privacy-invading input reconstruction method which utilizes intermediate data of the DL computation pipeline. In doing so, we first define a Peak"
https://openalex.org/W2950405335,https://doi.org/10.1109/percomw.2019.8730817,2019,conference-paper,Offloaded Execution of Deep Learning Inference at Edge: Challenges and Insights,,IoT and Edge/Fog Computing,computation offloading|inference offloading|model partitioning,,"Efforts to leverage the benefits of Deep Learning(DL) models for performing inference in resource constrained embedded devices is very popular nowadays. Researchers worldwide are trying to come up with software and hardware accelerators that make pre-trained DL models suitable for running the inference phase in these devices. Apart from software and hardware accelerators, DL model partitioning and offloading to Cloud"
https://openalex.org/W2952674893,https://doi.org/10.48550/arxiv.1906.07860,2019,preprint,Multi-user Resource Control with Deep Reinforcement Learning in IoT Edge Computing,arXiv (Cornell University),IoT and Edge/Fog Computing,computation offloading,,"By leveraging the concept of mobile edge computing (MEC), massive amount of data generated by a large number of Internet of Things (IoT) devices could be offloaded to MEC server at the edge of wireless network for further computational intensive processing. However, due to the resource constraint of IoT devices and wireless network, both the communications and computation resources need"
https://openalex.org/W2960447515,https://doi.org/10.1109/icc.2019.8761212,2019,conference-paper,Computation Offloading in Multi-Access Edge Computing Networks: A Multi-Task Learning Approach,,IoT and Edge/Fog Computing,computation offloading,,"Multi-access edge computing (MEC) has already shown the potential in enabling mobile devices to bear the computation-intensive applications by offloading some tasks to a nearby access point (AP) integrated with a MEC server (MES). However, due to the varying network conditions and limited computation resources of the MES, the offloading decisions taken by a mobile device and the computational resources"
