openalex_id,doi,year,type,title,venue,primary_topic,matched_terms,auto_flag,abstract_first_60_words
https://openalex.org/W3201628041,https://doi.org/10.1145/3466752.3480082,2021,conference-paper,2-in-1 Accelerator: Enabling Random Precision Switch for Winning Both Adversarial Robustness and Efficiency,,Adversarial Robustness in Machine Learning,model switching,,"The recent breakthroughs of deep neural networks (DNNs) and the advent of billions of Internet of Things (IoT) devices have excited an explosive demand for intelligent IoT devices equipped with domain-specific DNN accelerators. However, the deployment of DNN accelerator enabled intelligent functionality into real-world IoT devices still remains particularly challenging. First, powerful DNNs often come at prohibitive complexities, whereas IoT"
https://openalex.org/W3207464805,https://doi.org/10.1016/j.comnet.2021.108513,2021,article,VCMaker: Content-aware configuration adaptation for video streaming and analysis in live augmented reality,Computer Networks,Image and Video Quality Assessment,configuration selection,,
https://openalex.org/W3211797015,https://doi.org/10.1115/1.4052996,2021,article,A Repeated Commuting Driving Cycle Dataset With Application to Short-Term Vehicle Velocity Forecasting,Journal of Autonomous Vehicles and Systems,Vehicle emissions and performance,dynamic model selection,,"Abstract Vehicle velocity forecasting plays a critical role in operation scheduling of varying systems and devices for a passenger vehicle. The forecasted information serves as an indispensable prerequisite for vehicle energy management via predictive control algorithms or vehicle ecosystem control Co-design. This paper first generates a repeated urban driving cycle dataset at a fixed route in the Dallas area, aiming"
https://openalex.org/W4280651189,https://doi.org/10.23919/date54114.2022.9774727,2022,conference-paper,AdaFlow: A Framework for Adaptive Dataflow CNN Acceleration on FPGAs,,Advanced Neural Network Applications,model switching,,"To meet latency and privacy requirements, resource-hungry deep learning applications have been migrating to the Edge, where IoT devices can offload the inference processing to local Edge servers. Since FPGAs have successfully accelerated an increasing number of deep learning applications (especially CNN-based ones), they emerge as an effective alternative for Edge platforms. However, Edge applications may present highly unpredictable workloads,"
https://openalex.org/W4285197124,https://doi.org/10.1109/tmc.2022.3189186,2022,article,"EdgeAdaptor: Online Configuration Adaption, Model Selection and Resource Provisioning for Edge DNN Inference Serving at Scale",IEEE Transactions on Mobile Computing,IoT and Edge/Fog Computing,adaptive model selection,,"The accelerating convergence of artificial intelligence and edge computing has sparked a recent wave of interest in edge intelligence. While pilot efforts focused on edge DNN inference serving for a single user or DNN application, scaling edge DNN inference serving to multiple users and applications is however nontrivial. In this paper, we propose an online optimization framework EdgeAdaptor for multi-user"
https://openalex.org/W4285815180,https://doi.org/10.1109/ipsn54338.2022.00030,2022,conference-paper,YONO: Modeling Multiple Heterogeneous Neural Networks on Microcontrollers,,Advanced Neural Network Applications,model switching,,"Internet of Things (IoT) systems provide large amounts of data on all aspects of human behavior. Machine learning techniques, especially deep neural networks (DNN), have shown promise in making sense of this data at a large scale. Also, the research community has worked to reduce the computational and resource demands of DNN to compute on low-resourced micro controllers (MCUs). However,"
https://openalex.org/W4291700252,https://doi.org/10.1109/ctisc54888.2022.9849779,2022,conference-paper,Re-thinking Pitfalls of Premodel Building for Adaptive CNNs Model Selection on ImageNet,"2022 4th International Conference on Advances in Computer Technology, Information Science and Communications (CTISC)",Advanced Neural Network Applications,adaptive model selection,,"Although recent approaches to combine machine learning (ML) enhanced models and adaptive model selections using the built models became popular in many areas, however, there could be crucial pitfalls of built models in terms of 1) feature extraction and importance, 2) unbalanced datasets and 3) different types of ML estimators. In this case study using the ImageNet dataset, we thoroughly"
https://openalex.org/W4310398573,https://doi.org/10.48550/arxiv.2211.13778,2022,preprint,Design and Prototyping Distributed CNN Inference Acceleration in Edge Computing,arXiv (Cornell University),Energy Efficient Wireless Sensor Networks,dynamic model selection,,"For time-critical IoT applications using deep learning, inference acceleration through distributed computing is a promising approach to meet a stringent deadline. In this paper, we implement a working prototype of a new distributed inference acceleration method HALP using three raspberry Pi 4. HALP accelerates inference by designing a seamless collaboration among edge devices (EDs) in Edge Computing. We maximize the"
https://openalex.org/W4311224386,https://doi.org/10.1109/igsc55832.2022.9969374,2022,conference-paper,MOSP: Multi-Objective Sensitivity Pruning of Deep Neural Networks,,Advanced Neural Network Applications,configuration selection,,"Deep neural networks (DNNs) are computationally intensive, making them difficult to deploy on resource-constrained embedded systems. Model compression is a set of techniques that removes redundancies from a neural network with affordable degradation in task performance. Most compression methods do not target hardware-based objectives such as latency directly; however, few methods approximate latency with floating-point operations (FLOPs) or multiply-accumulate operations"
https://openalex.org/W4318829126,https://doi.org/10.2139/ssrn.4274178,2022,preprint,Adaptive Mixed-Precision Networks,SSRN Electronic Journal,Inertial Sensor and Navigation,configuration selection,,
https://openalex.org/W4319952106,https://doi.org/10.17760/d20467286,2022,dissertation,Towards robust and secure deep learning models and beyond,,Adversarial Robustness in Machine Learning,model switching,,"Modern science and technology witness the breakthroughs of deep learning during the past decades. Fueled by the rapid improvements of computational resources, learning algorithms, and massive amount of data, deep neural networks (DNNs) have played a dominant role in more and more real world applications. Nonetheless, there is a spring of bitterness mingling with this remarkable success - recent studies"
https://openalex.org/W7203517558,,2022,dissertation,Algorithm-Hardware Co-Design Towards Efficient and Robust Edge Vision Applications,Rice Digital Scholarship Archive (Rice University),Adversarial Robustness in Machine Learning,model switching,,"The recent breakthroughs of deep neural networks (DNNs) and the advent of billions of Internet of Things (IoT) devices have excited an explosive demand for intelligent IoT devices equipped with domain-specific DNN accelerators. However, the deployment of DNN accelerator enabled intelligent functionality into real-world IoT devices still remains particularly challenging. First, powerful DNNs often come at prohibitive complexities, whereas IoT"
https://openalex.org/W4386952618,https://doi.org/10.1109/socc58585.2023.10257061,2023,conference-paper,EvoSh: Evolutionary Search with Shaving to Enable Power-Latency Tradeoff in Deep Learning Computing on Embedded Systems,,Evolutionary Algorithms and Applications,configuration selection,,"Deploying deep-learning applications on resource-constrained embedded systems requires exploration of large design spaces for mapping (to heterogeneous processing units) and hardware configuration selection (voltage/frequency levels) to balance power consumption and latency. Herein, we propose a search algorithm called Evolution with shaving to find optimized configurations in these search spaces. We evaluate our approach using 3 state-of-the-art image classification DNNs on"
https://openalex.org/W4386987491,https://doi.org/10.1016/j.future.2023.09.025,2023,article,DNNShifter: An efficient DNN pruning system for edge computing,Future Generation Computer Systems,Advanced Neural Network Applications,model switching,,"Deep neural networks (DNNs) underpin many machine learning applications. Production quality DNN models achieve high inference accuracy by training millions of DNN parameters which has a significant resource footprint. This presents a challenge for resources operating at the extreme edge of the network, such as mobile and embedded devices that have limited computational and memory resources. To address this, models"
https://openalex.org/W4391468567,https://doi.org/10.1109/wcsp58612.2023.10405273,2023,conference-paper,Dynamic DNN Model Switching for Collaborative Edge Intelligence in UAV Swarm,,UAV Applications and Optimization,model switching,,"Deploying machine learning (ML) algorithms on Unmanned Aerial Vehicle (UAV) swarm to perform real-time tasks such as object detection is currently a hot research topic. However, as the parameter size of deep neural network (DNN) models continues to grow rapidly, deploying complex DNN models on resource-constrained UAV swarm poses significant challenges. In this paper, we first study how to dynamically"
https://openalex.org/W4395685061,https://doi.org/10.1145/3625687.3625793,2023,conference-paper,EdgeFM: Leveraging Foundation Model for Open-set Learning on the Edge,,Music and Audio Processing,model switching,,"Deep Learning (DL) models have been widely deployed on IoT devices with the help of advancements in DL algorithms and chips. However, the limited resources of edge devices make these on-device DL models hard to be generalizable to diverse environments and tasks. Although the recently emerged foundation models (FMs) show impressive generalization power, how to effectively leverage the rich knowledge"
https://openalex.org/W4392646481,https://doi.org/10.1016/j.asoc.2024.111421,2024,article,Vision Transformer-based overlay processor for Edge Computing,Applied Soft Computing,CCD and CMOS Imaging Sensors,model switching,,
https://openalex.org/W4392885553,https://doi.org/10.1145/3652516,2024,article,AMSPM: Adaptive Model Selection and Partition Mechanism for Edge Intelligence-driven 5G Smart City with Dynamic Computing Resources,ACM Transactions on Sensor Networks,IoT and Edge/Fog Computing,adaptive model selection,,"With the help of 5G network, edge intelligence (EI) can not only provide distributed, low-latency, and high-reliable intelligent services, but also enable intelligent maintenance and management of smart city. However, the constantly changing available computing resources of end devices and edge servers cannot continuously guarantee the performance of intelligent inference. In order to guarantee the sustainability of intelligent services in"
https://openalex.org/W4392910469,https://doi.org/10.1109/ccnc51664.2024.10454650,2024,conference-paper,SwitchingNet: Edge-Assisted Model Switching for Accurate Video Recognition Over Best-Effort Networks,,Video Surveillance and Tracking Methods,model switching,,"Despite the remarkable success of deep-learning in image and video recognition, constructing real-time recognition systems for computationally intensive tasks such as spatio-temporal human action localization is still challenging. As computational complexity of these tasks can easily exceed the capacity of edge devices, inference must be performed in remote (cloud) environments. But then, recognition accuracy is subject to fluctuating networking conditions"
https://openalex.org/W4393140900,https://doi.org/10.1109/asp-dac58780.2024.10473823,2024,conference-paper,PAAP-HD: PIM-Assisted Approximation for Efficient Hyper-Dimensional Computing,,Electric Motor Design and Analysis,model switching,,"Hyper-Dimensional Computing (HDC) is a brain-inspired learning framework that is particularly suited to resource-limited edge devices. HDC operates in a high-parallel manner, encoding raw data into hyper-dimensional space, thus enabling efficient training and inference. However, the high dimensionality of data representation in HDC demands a substantial multiplication cost for calculating cosine similarity in high-precision HDC processes. While binarization of HDC"
https://openalex.org/W4403968670,https://doi.org/10.1016/j.measurement.2024.116064,2024,article,Enhancing LoRaWAN localization efficiency: Leveraging machine learning and optimized parameter tuning for a 60% improvement,Measurement,IoT Networks and Protocols,configuration selection,,
https://openalex.org/W4404177704,https://doi.org/10.1007/978-3-031-72855-6_21,2024,conference-paper,Data Overfitting for On-device Super-Resolution with Dynamic Algorithm and Compiler Co-design,Lecture notes in computer science,Advanced Image Processing Techniques,model switching,,
https://openalex.org/W4409129983,https://doi.org/10.1109/jiot.2025.3557408,2025,article,Dynamic Transfer Learning Switching Approach Using Resource Benchmark in Edge Intelligence,IEEE Internet of Things Journal,Machine Learning and ELM,model switching,,"Machine learning (ML) techniques are applied for profiling computing and processing resources data collected while running deep neural network models on edge devices. Adaptive deep neural network (DNN) model switching requires proper benchmarking for categorizing AI models based on their applications and computational resources enabled by their processing accelerators. Based on benchmark metrics, DNN models can be classified into tiny,"
https://openalex.org/W4410029827,https://doi.org/10.1016/j.cja.2025.103564,2025,article,Adaptive model switching of collaborative inference for multi-CNN streams in UAV swarm,Chinese Journal of Aeronautics,UAV Applications and Optimization,model switching,,"Unmanned Aerial Vehicles (UAVs) coupled with deep learning such as Convolutional Neural Networks (CNNs) have been widely applied across numerous domains, including agriculture, smart city monitoring, and fire rescue operations, owing to their malleability and versatility. However, the computation-intensive and latency-sensitive natures of CNNs present a formidable obstacle to their deployment on resource-constrained UAVs. Some early studies have explored a"
https://openalex.org/W4410087102,https://doi.org/10.1109/lcomm.2025.3566862,2025,article,Adaptive SNR-Driven Fusion of CNN-GRU Networks for Enhanced Vehicle Velocity Estimation,IEEE Communications Letters,Vehicle Dynamics and Control Systems,dynamic model selection|model switching,,Vehicle velocity estimation in the Internet of Vehicles (IoV) domain faces challenges due to varying signal conditions and computational constraints. Traditional approaches either suffer from performance degradation in low Signal-to-Noise Ratio (SNR) environments or incur substantial computational overhead. This letter introduces an adaptive fusion framework that combines Convolutional Neural Network (CNN) and Gated Recurrent Unit (GRU) architectures through SNR-driven dynamic
https://openalex.org/W4410216893,https://doi.org/10.3390/chips4020024,2025,article,NeuroAdaptiveNet: A Reconfigurable FPGA-Based Neural Network System with Dynamic Model Selection,Chips,Neural Networks and Applications,dynamic model selection,,"This paper presents NeuroAdaptiveNet, an FPGA-based neural network framework that dynamically self-adjusts its architectural configurations in real time to maximize performance across diverse datasets. The core innovation is a Dynamic Classifier Selection mechanism, which harnesses the k-Nearest Centroid algorithm to identify the most competent neural network model for each incoming data sample. By adaptively selecting the most suitable model configuration,"
https://openalex.org/W4411599698,https://doi.org/10.1109/tmc.2025.3582583,2025,article,NestQuant: Post-Training Integer-Nesting Quantization for On-Device DNN,IEEE Transactions on Mobile Computing,Brain Tumor Detection and Classification,model switching,,"Deploying quantized deep neural network (DNN) models with resource adaptation capabilities on ubiquitous Internet of Things (IoT) devices to provide high-quality AI services can leverage the benefits of compression and meet multi-scenario resource requirements. However, existing dynamic/mixed precision quantization requires retraining or special hardware, whereas post-training quantization (PTQ) has two limitations for resource adaptation: (i) The state-of-the-art PTQ methods only"
https://openalex.org/W4413068226,https://doi.org/10.1155/dsn/5973480,2025,article,AI‐Driven Adaptive Security for Sensor Networks: Next‐Generation Firewalls for Attack Detection,International Journal of Distributed Sensor Networks,Network Security and Intrusion Detection,model switching,,"Sensor networks are increasingly critical in modern smart environments; however, their limited computational resources expose them to sophisticated cyber threats. Traditional static firewalls and computationally intensive deep learning models are impractical for securing such networks. This study proposes an adaptive next‐generation firewall (NGFW) that dynamically switches between shallow and deep AI models based on real‐time network load and resource availability."
https://openalex.org/W4413288901,https://doi.org/10.2139/ssrn.5383916,2025,preprint,AI-Driven High-Performance Data Analytics for Climate-Resilient Smart Cities and Energy Systems,SSRN Electronic Journal,Traffic Prediction and Management Techniques,adaptive model selection,,
https://openalex.org/W4413553381,https://doi.org/10.1109/tpds.2025.3602521,2025,article,EdgeAIBus: AI-Driven Joint Container Management and Model Selection Framework for Heterogeneous Edge Computing,IEEE Transactions on Parallel and Distributed Systems,Cloud Computing and Resource Management,model switching,,"Containerized Edge computing offers lightweight, reliable, and quick solutions to latency-critical Machine Learning (ML) and Deep Learning (DL) applications. Existing solutions considering multiple Quality of Service (QoS) parameters either overlook the intricate relation of QoS parameters or pose significant scheduling overheads. Furthermore, reactive decisionmaking can damage Edge servers at peak load, incurring escalated costs and wasted computations. Resource provisioning, scheduling,"
https://openalex.org/W4414165967,https://doi.org/10.1109/icccworkshops67136.2025.11147210,2025,conference-paper,Dynamic Quality-Latency Aware Routing for LLM Inference in Wireless Edge-Device Networks,,Energy Efficient Wireless Sensor Networks,model switching,,"The integration of wireless communications and Large Language Models (LLMs) is poised to unlock ubiquitous intelligent services, yet deploying them in wireless edge-device collaborative environments presents a critical trade-off between inference quality and end-to-end latency. A fundamental mismatch exists between task complexity and resource allocation: offloading simple queries invites prohibitive latency, while on-device models lack the capacity for demanding computations."
https://openalex.org/W4414447071,https://doi.org/10.1016/j.knosys.2025.114514,2025,article,Energy-Efficient adaptive perception for autonomous driving via lightweight policy learning and simulation-based optimization,Knowledge-Based Systems,Advanced Neural Network Applications,adaptive model selection,,
https://openalex.org/W4414956594,https://doi.org/10.1109/cmss66566.2025.11182406,2025,conference-paper,Intelligent Edge Computing for Real-Time Patient Health Monitoring using Adaptive CNN-LSTM,,Impact of AI and Big Data on Business and Society,adaptive model selection,,"The increasing demand for real-time patient health monitoring is enhancing the need for intelligent, low-latency, and privacy-aware edge computing frameworks. This paper proposes an Adaptive CNN-LSTM (ConvLSTM-Edge) model, an edge-centric deep learning framework for real-time health risk prediction. The model leverages CNNs for spatial feature extraction and LSTMs for temporal pattern recognition, delivering timely and accurate health assessments. A novel"
https://openalex.org/W4415624979,https://doi.org/10.1109/incsst64791.2025.11210406,2025,conference-paper,Implementing Deep Learning for Battery-Operated Smart Devices: The Power Consumption using Optimization Techniques,,Green IT and Sustainability,model switching,,"Deploying deep learning models on batterypowered smart devices is challenging due to the dual requirements to have both high computational performance and low energy consumption. With supporting voice recognition, image processing, and environment sensing and so forth has raised the bar for resource efficiency and execution latency, the integration of deep learning on these devices requiring energy efficient execution for"
https://openalex.org/W4415974678,https://doi.org/10.1016/j.procs.2025.09.375,2025,conference-paper,The Concept of Self-Adaptive Dynamic Reconfiguration in FPGA-Based DSP Systems,Procedia Computer Science,Evolutionary Algorithms and Applications,configuration selection,,"This article presents the concept of digital signal processing (DSP) systems implemented in FPGA (Field-Programmable Gate Array) devices, utilizing Dynamic Partial Reconfiguration (DPR) mechanisms. It describes hardware architectures that enable selective replacement of logic configuration fragments in real time. Applications of DPR are proposed for the implementation of Fast Fourier Transform (FFT), adaptive filtering, and sound signal synthesis, where the"
https://openalex.org/W4416151651,https://doi.org/10.1007/978-981-95-1746-6_85,2025,conference-paper,Dynamic LLM Selection for Humanoid Robots: A Hybrid Approach with Edge Caching,Lecture notes in networks and systems,Robotics and Automated Systems,dynamic model selection,,
https://openalex.org/W4416271107,https://doi.org/10.48550/arxiv.2503.20245,2025,preprint,ESSR: An 8K@30FPS Super-Resolution Accelerator With Edge Selective Network,arXiv (Cornell University),Advanced Image Processing Techniques,model switching,,"Deep learning-based super-resolution (SR) is challenging to implement in resource-constrained edge devices for resolutions beyond full HD due to its high computational complexity and memory bandwidth requirements. This paper introduces an 8K@30FPS SR accelerator with edge-selective dynamic input processing. Dynamic processing chooses the appropriate subnets for different patches based on simple input edge criteria, achieving a 50\% MAC reduction with"
https://openalex.org/W4417119112,https://doi.org/10.48550/arxiv.2506.06579,2025,preprint,Towards Efficient Multi-LLM Inference: Characterization and Analysis of LLM Routing and Hierarchical Techniques,arXiv (Cornell University),Big Data and Digital Economy,adaptive model selection,,"Recent progress in Language Models (LMs) has dramatically advanced the field of natural language processing (NLP), excelling at tasks like text generation, summarization, and question answering. However, their inference remains computationally expensive and energy intensive, especially in settings with limited hardware, power, or bandwidth. This makes it difficult to deploy LMs in mobile, edge, or cost sensitive environments. To address"
https://openalex.org/W4417402941,https://doi.org/10.1109/sbesc68008.2025.11288829,2025,conference-paper,Adaptive Model Switching for Dynamic Inference Serving in the IoT-edge-cloud Continuum,,IoT and Edge/Fog Computing,model switching,,"Although Internet of Things (IoT) devices have enabled Deep Learning (DL) applications to operate closer to end-users, they struggle to scale with modern, computationally heavy DL algorithms due to their limited processing power. A promising solution is to offload computation to remote edge and cloud servers throughout the IoT-edge-cloud continuum. However, inconsistent network conditions, variable latency, and the distinct accuracy"
https://openalex.org/W7118093888,https://doi.org/10.70528/ijlrp.v6.i7.1866,2025,article,Cost-Aware Agentic Architectures for Multi-Model Routing and Tool-Use Optimisation in CRM Workflows,International Journal of Leading Research Publication.,Multi-Agent Systems and Negotiation,model routing,,"The study presents research into the application of cost-conscious agentic support in the field of multi-model routing and tool-use optimization to the CRM post-sale processes. It is focused on how to dynamically dispatch tasks to suitable model tiers (small, medium, large LLMs) with a view to the minimum expense of API services and high software quality. The study aims to"
https://openalex.org/W7123640040,https://doi.org/10.1145/3772052.3772261,2025,conference-paper,CIS: Checkpointed Inference for Data Drift-Resilient Model Serving at Edge Servers,,IoT and Edge/Fog Computing,model switching,,"Small deep learning models deployed at edge servers suffer from decreasing accuracy due to data drift and hence require continual learning, which leads to resource competition with inference execution, decreasing accuracy and latency service-level-objective (SLO) fulfillment. Previous methods fail to maximize both accuracy and SLO fulfillment. To address this problem, we propose a Checkpointed Inference-based system for accurate and SLO-guaranteed"
https://openalex.org/W7131838354,https://doi.org/10.1109/ised67359.2025.11405151,2025,conference-paper,A Novel Dynamic Model Switching Approach for Deep Learning on Edge Devices with Performance Evaluation,,Advanced Neural Network Applications,model switching,,"We propose a novel multi-stage dynamic modelswitching pipeline that enables complex deep learning tasks to run on highly resource-constrained edge devices such as the Arduino Nano 33 Ble Sense and Arduino Nicla Vision. This approach overcomes the RAM, Flash, and compute limitations that prevent the simultaneous execution of multiple vision and audio models on MCUs. Starting with voice recognition, results"
https://openalex.org/W7138267987,https://doi.org/10.1109/satellite67108.2025.11430426,2025,conference-paper,Temperature-Adaptive Inference via Dynamic Switching of Pre-Pruned Models for Satellite Edge Computing,,Spacecraft Design and Technology,adaptive model selection,,"The proliferation of deep learning has extended model deployment from ground-based servers to resource-constrained edge devices, with satellite edge computing emerging as a critical frontier. However, satellites face unique thermal management challenges due to the lack of passive cooling, leading to performance degradation through hardware frequency throttling when temperatures exceed operational thresholds. Conventional solutions, such as static model pruning, result"
https://openalex.org/W7140283802,https://doi.org/10.1109/gcwcn66157.2025.11448406,2025,conference-paper,Dynamic Model Selection for Energy-Efficient AI Systems in Healthcare,,Machine Learning in Healthcare,dynamic model selection,,"The Dynamic Model Selection (DMS) is a method for the energy efficiency of Artificial Intelligence (AI) systems in the healthcare sector. The DMS framework ensures the best trade-off between the precision of the diagnosis and the power consumed. The PTB-XL electrocardiography (ECG) dataset is work for the experiments, three distinct hierarchical models—Tiny, Medium, and Full Networks—are trained, and a reinforcement"
https://openalex.org/W7141920270,https://doi.org/10.21177/1998-4502-2025-17-4-2199-2210,2025,article,Open UAV Systems for environmental and infrastructure monitoring of mountainous regions: hardware configuration selection for detection tasks,Sustainable Development of Mountain Territories,3D Surveying and Cultural Heritage,configuration selection,,"Introduction. This study investigates the development of open-architecture unmanned aerial vehicle (UAV) systems intended for environmental and infrastructure monitoring in mountainous regions. Mountain landscapes are particularly vulnerable to ecological degradation, geological hazards, and infrastructure failures caused by climate change and human activity. Conventional monitoring techniques based on satellite imagery, ground surveys, or manned aerial missions often suffer from insufficient spatial"
