openalex_id,doi,year,type,title,venue,primary_topic,matched_terms,auto_flag,abstract_first_60_words
https://openalex.org/W3046973038,https://doi.org/10.1109/isvlsi49217.2020.00090,2020,conference-paper,DoubtNet: Using Semantic Context to Enable Adaptive Inference for the IoT,,Advanced Neural Network Applications,adaptive inference,,"While techniques such as model pruning and precision reduction have improved the efficiency of Deep Neural Network (DNN) inference, DNN-based object detection still involves substantial computation, thereby limiting the scope of DNN inference on compute-limited platforms, such as many IoT devices. Proposed methods for differentiating easy versus difficult classification cases, such as early exit, can reduce the average amount of"
https://openalex.org/W3047565185,https://doi.org/10.1109/infocom41043.2020.9155237,2020,conference-paper,Distributed Inference Acceleration with Adaptive DNN Partitioning and Offloading,,Advanced Neural Network Applications,adaptive DNN,,"Deep neural networks (DNN) are the de-facto solution behind many intelligent applications of today, ranging from machine translation to autonomous driving. DNNs are accurate but resource-intensive, especially for embedded devices such as mobile phones and smart objects in the Internet of Things. To overcome the related resource constraints, DNN inference is generally offloaded to the edge or to the cloud."
https://openalex.org/W3059280052,https://doi.org/10.1109/tii.2020.3017573,2020,article,Accuracy-Guaranteed Collaborative DNN Inference in Industrial IoT via Deep Reinforcement Learning,IEEE Transactions on Industrial Informatics,IoT and Edge/Fog Computing,adaptive inference,,"Collaboration among industrial Internet of Things (IoT) devices and edge networks is essential to support computation-intensive deep neural network (DNN) inference services, which require low delay and high accuracy. Sampling rate adaption, which dynamically configures the sampling rates of industrial IoT devices according to network conditions, is the key in minimizing the service delay. In this article, we investigate the"
https://openalex.org/W3082138134,https://doi.org/10.48550/arxiv.2008.13305,2020,preprint,An Integrated Approach to Produce Robust Models with High Efficiency,arXiv (Cornell University),Adversarial Robustness in Machine Learning,adaptive DNN,,"Deep Neural Networks (DNNs) needs to be both efficient and robust for practical uses. Quantization and structure simplification are promising ways to adapt DNNs to mobile devices, and adversarial training is the most popular method to make DNNs robust. In this work, we try to obtain both features by applying a convergent relaxation quantization algorithm, Binary-Relax (BR), to a robust"
https://openalex.org/W3089057106,https://doi.org/10.1109/tcsii.2020.3026642,2020,article,AIDX: Adaptive Inference Scheme to Mitigate State-Drift in Memristive VMM Accelerators,IEEE Transactions on Circuits & Systems II Express Briefs,Advanced Memory and Neural Computing,adaptive inference,,An adaptive inference method for crossbar (AIDX) is presented based on an optimization scheme for adjusting the duration and amplitude of input voltage pulses. AIDX minimizes the long-term effects of memristance drift on artificial neural network accuracy. The sub-threshold behavior of memristor has been modeled and verified by comparing with fabricated device data. The proposed method has been evaluated by
https://openalex.org/W3092198188,https://doi.org/10.48550/arxiv.2010.02432,2020,preprint,"A Panda? No, It's a Sloth: Slowdown Attacks on Adaptive Multi-Exit Neural Network Inference",arXiv (Cornell University),Adversarial Robustness in Machine Learning,adaptive DNN,,"Recent increases in the computational demands of deep neural networks (DNNs), combined with the observation that most input samples require only simple models, have sparked interest in $input$-$adaptive$ multi-exit architectures, such as MSDNets or Shallow-Deep Networks. These architectures enable faster inferences and could bring DNNs to low-power devices, e.g., in the Internet of Things (IoT). However, it is unknown if"
https://openalex.org/W3094307698,https://doi.org/10.1145/3340531.3411973,2020,conference-paper,EPNet: Learning to Exit with Flexible Multi-Branch Network,,Advanced Neural Network Applications,dynamic inference,,"Dynamic inference is an emerging technique that reduces the computational cost of deep neural network under resource-constrained scenarios, such as inference on mobile devices. One way to achieve dynamic inference is to leverage multi-branch neural networks that apply different computation on input data by following different branches. Conventional research on multi-branch neural networks mainly targeted at improving the accuracy of"
https://openalex.org/W3096084597,https://doi.org/10.1109/tpds.2020.3035044,2020,article,Cuttlefish: Neural Configuration Adaptation for Video Analysis in Live Augmented Reality,IEEE Transactions on Parallel and Distributed Systems,Image and Video Quality Assessment,configuration selection,,"Instead of relying on remote clouds, today's Augmented Reality (AR) applications usually send videos to nearby edge servers for analysis (such as objection detection) so as to optimize the user's quality of experience (QoE), which is often determined by not only detection latency but also detection accuracy, playback fluency, etc. Therefore, many studies have been conducted to help adaptively choose"
https://openalex.org/W3108329278,,2020,dissertation,Distributed deep learning inference in fog networks,Aaltodoc (Aalto University),IoT and Edge/Fog Computing,adaptive DNN,,"Today's smart devices are equipped with powerful integrated chips and built-in heterogeneous sensors that can leverage their potential to execute heavy computation and produce a large amount of sensor data. For instance, modern smart cameras integrate artificial intelligence to capture images that detect any objects in the scene and change parameters, such as contrast and color based on environmental conditions."
https://openalex.org/W3108637483,,2020,preprint,DA2: Deep Attention Adapter for Memory-EfficientOn-Device Multi-Domain Learning.,arXiv (Cornell University),Domain Adaptation and Few-Shot Learning,adaptive DNN,,"Nowadays, one practical limitation of deep neural network (DNN) is its high degree of specialization to a single task or domain (e.g. one visual domain). It motivates researchers to develop algorithms that can adapt DNN model to multiple domains sequentially, meanwhile still performing well on the past domains, which is known as multi-domain learning. Conventional methods only focus on improving"
https://openalex.org/W3108652056,https://doi.org/10.1007/978-3-030-58536-5_11,2020,conference-paper,S2DNAS: Transforming Static CNN Model for Dynamic Inference via Neural Architecture Search,Lecture notes in computer science,Advanced Neural Network Applications,dynamic inference,,
https://openalex.org/W3130607817,https://doi.org/10.1109/sec50012.2020.00014,2020,conference-paper,FlexDNN: Input-Adaptive On-Device Deep Learning for Efficient Mobile Vision,,Advanced Neural Network Applications,adaptive DNN,,"Mobile vision systems powered by the recent advancement in Deep Neural Networks (DNNs) are enabling a wide range of on-device video analytics applications. Considering mobile systems are constrained with limited resources, reducing resource demands of DNNs is crucial to realizing the full potential of these applications. In this paper, we present FlexDNN, an input-adaptive DNN-based framework for efficient on-device video"
https://openalex.org/W3134603645,https://doi.org/10.1109/icpads51040.2020.00097,2020,conference-paper,Adaptive DNN Partition in Edge Computing Environments,,Advanced Neural Network Applications,adaptive DNN,,"Deep Neural Network (DNN) has been applied widely nowadays, making remarkable achievements in a wide variety of research fields. With the improvement of the accuracy requirements for the inference results, the topology of DNN tends to be more and more complex, evolving from chain topology to directed acyclic graph (DAG) topology, which leads to the huge amount of computation. For"
https://openalex.org/W3141152795,,2020,preprint,$DA^3$: Deep Additive Attention Adaption for Memory-Efficient On-Device Multi-Domain Learning,arXiv (Cornell University),Domain Adaptation and Few-Shot Learning,adaptive DNN,,"Nowadays, one practical limitation of deep neural network (DNN) is its high degree of specialization to a single task or domain (e.g., one visual domain). It motivates researchers to develop algorithms that can adapt DNN model to multiple domains sequentially, meanwhile still performing well on the past domains, which is known as multi-domain learning. Almost all conventional methods only focus"
https://openalex.org/W3196833943,https://doi.org/10.48550/arxiv.2007.06181,2020,preprint,Learning to Learn Parameterized Classification Networks for Scalable\n Input Images,arXiv (Cornell University),Advanced Neural Network Applications,adaptive inference,,"Convolutional Neural Networks (CNNs) do not have a predictable recognition\nbehavior with respect to the input resolution change. This prevents the\nfeasibility of deployment on different input image resolutions for a specific\nmodel. To achieve efficient and flexible image classification at runtime, we\nemploy meta learners to generate convolutional weights of main networks for\nvarious input scales and maintain privatized Batch Normalization layers per\nscale. For"
https://openalex.org/W3198533388,https://doi.org/10.1109/socc49529.2020.9524770,2020,conference-paper,"Processing-in-Memory Accelerator for Dynamic Neural Network with Run-Time Tuning of Accuracy, Power and Latency",,Advanced Memory and Neural Computing,dynamic DNN,,"With the widely deployment of powerful deep neural network (DNN) into smart, but resource limited IoT devices, many prior works have been proposed to compress DNN in a hardware-aware manner to reduce the computing complexity, while maintaining accuracy, such as weight quantization, pruning, convolution decomposition, etc. However, in typical DNN compression methods, a smaller, but fixed, network structure is generated"
https://openalex.org/W3211856009,,2020,dissertation,Unsupervised Domain Adaptation for Audio Classification,Tampere University Institutional Repository (Tampere University),Music and Audio Processing,adaptive DNN,,"Machine learning algorithms have achieved the state-of-the-art results by utilizing deep neural networks (DNNs) across different tasks in recent years. However, the performance of DNNs suffers from mismatched conditions between training and test datasets. This is a general machine learning problem in all applications such as machine vision, natural language processing, and audio processing. For instance, the usage of different"
https://openalex.org/W3212845411,https://doi.org/10.17863/cam.68489,2020,dissertation,"Digital phenotyping through multimodal, unobtrusive sensing",Apollo (University of Cambridge),Robotics and Automated Systems,adaptive inference,,"The growing adoption of multimodal wearable and mobile devices, such as smartphones and wrist-worn watches has generated an increase in the collection of physiological and behavioural data at scale. This digital phenotyping data enables researchers to make inferences regarding users’ physical and mental health at scale, for the first time. However, translating this data into actionable insights requires computational approaches"
https://openalex.org/W4287558198,https://doi.org/10.48550/arxiv.2012.01362,2020,preprint,$DA^3$:Dynamic Additive Attention Adaption for Memory-EfficientOn-Device Multi-Domain Learning,arXiv (Cornell University),Domain Adaptation and Few-Shot Learning,adaptive DNN,,"Nowadays, one practical limitation of deep neural network (DNN) is its high degree of specialization to a single task or domain (e.g., one visual domain). It motivates researchers to develop algorithms that can adapt DNN model to multiple domains sequentially, while still performing well on the past domains, which is known as multi-domain learning. Almost all conventional methods only focus"
https://openalex.org/W3047082819,https://doi.org/10.1109/cloud53861.2021.00017,2021,conference-paper,The Case for Adaptive Deep Neural Networks in Edge Computing,,Advanced Neural Network Applications,adaptive DNN,,"Deep Neural Networks (DNNs) are an application class that benefit from being distributed across the edge and cloud. A DNN is partitioned such that specific layers of the DNN are deployed onto the edge and the cloud to meet performance and privacy objectives. However, there is limited understanding of: whether and how evolving operational conditions (increased CPU and memory utilization"
https://openalex.org/W3047467872,https://doi.org/10.1145/3478074,2021,article,DANA,Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies,Context-Aware Activity Recognition Systems,adaptive DNN,,"Motion sensors embedded in wearable and mobile devices allow for dynamic selection of sensor streams and sampling rates, enabling several applications, such as power management and data-sharing control. While deep neural networks (DNNs) achieve competitive accuracy in sensor data classification, DNN architectures generally process incoming data from a fixed set of sensors with a fixed sampling rate, and changes in"
https://openalex.org/W3123730180,https://doi.org/10.1007/978-3-030-67537-0_15,2021,conference-paper,A DNN Inference Acceleration Algorithm in Heterogeneous Edge Computing: Joint Task Allocation and Model Partition,"Lecture notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",IoT and Edge/Fog Computing,adaptive DNN,,
https://openalex.org/W3123875677,https://doi.org/10.1145/3448125,2021,article,AdaSpring,Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies,IoT and Edge/Fog Computing,adaptive DNN,,"There are many deep learning (e.g. DNN) powered mobile and wearable applications today continuously and unobtrusively sensing the ambient surroundings to enhance all aspects of human lives. To enable robust and private mobile sensing, DNN tends to be deployed locally on the resource-constrained mobile devices via model compression. The current practice either hand-crafted DNN compression techniques, i.e., for optimizing DNN-relative"
https://openalex.org/W3124022277,https://doi.org/10.3390/s21020630,2021,article,Dynamic Inference Approach Based on Rules Engine in Intelligent Edge Computing for Building Environment Control,Sensors,IoT and Edge/Fog Computing,dynamic inference,,"Computation offloading enables intensive computational tasks in edge computing to be separated into multiple computing resources of the server to overcome hardware limitations. Deep learning derives the inference approach based on the learning approach with a volume of data using a sufficient computing resource. However, deploying the domain-specific inference approaches to edge computing provides intelligent services close to the edge"
https://openalex.org/W3126595748,https://doi.org/10.1109/tetc.2021.3056031,2021,article,Fully Dynamic Inference with Deep Neural Networks,IEEE Transactions on Emerging Topics in Computing,Advanced Neural Network Applications,dynamic inference,,"Modern deep neural networks are powerful and widely applicable models that extract task-relevant information through multi-level abstraction. Their cross-domain success, however, is often achieved at the expense of computational cost, high memory bandwidth, and long inference latency, which prevents their deployment in resource-constrained and time-sensitive scenarios, such as edge-side inference and self-driving cars. While recently developed methods for creating efficient"
https://openalex.org/W3129155488,https://doi.org/10.1145/3394885.3431628,2021,conference-paper,Dynamic Neural Network to Enable Run-Time Trade-off between Accuracy and Latency,,Advanced Neural Network Applications,dynamic DNN,,"To deploy powerful deep neural network (DNN) into smart, but resource limited IoT devices, many prior works have been proposed to compress DNN to reduce the network size and computation complexity with negligible accuracy degradation, such as weight quantization, network pruning, convolution decomposition, etc. However, by utilizing conventional DNN compression methods, a smaller, but fixed, network is generated from a"
https://openalex.org/W3130823781,https://doi.org/10.1109/tpds.2021.3058532,2021,article,DeepSlicing: Collaborative and Adaptive CNN Inference With Low Latency,IEEE Transactions on Parallel and Distributed Systems,Advanced Neural Network Applications,adaptive inference,,"The booming of Convolutional Neural Networks (CNNs) has empowered lots of computer-vision applications. Due to its stringent requirement for computing resources, substantial research has been conducted on how to optimize its deployment and execution on resource-constrained devices. However, previous works have several weaknesses, including limited support for various CNN structures, fixed scheduling strategies, overlapped computations, high synchronization overheads, etc. In"
https://openalex.org/W3160211771,https://doi.org/10.1109/icpr48806.2021.9412836,2021,conference-paper,Dynamic Multi-path Neural Network,,Advanced Neural Network Applications,dynamic inference,,"Although deeper and larger neural networks have achieved better performance, due to overwhelming burden on computation, they cannot meet the demands of deployment on resource-limited devices. An effective strategy to address this problem is to make use of dynamic inference mechanism, which changes the inference path for different samples at runtime. Existing methods only reduce the depth by skipping an"
https://openalex.org/W3173385564,https://doi.org/10.1109/aicas51828.2021.9458468,2021,conference-paper,Contention-aware Adaptive Model Selection for Machine Vision in Embedded Systems,,CCD and CMOS Imaging Sensors,adaptive model selection,,"Real-time machine vision applications running on resource-constrained embedded systems face challenges for maintaining performance. An especially challenging scenario arises when multiple applications execute at the same time, creating contention for the computational resources of the system. This contention results in increase in inference delay of the machine vision applications which can be unacceptable for time-critical tasks. To address this challenge,"
https://openalex.org/W3173929316,https://doi.org/10.1109/ipdpsw52791.2021.00074,2021,conference-paper,Time-Division Multiplexing for FPGA Considering CNN Model Switch Time,,Advanced Neural Network Applications,model switching,,"With the spread of real-time data analysis by artificial intelligence (Al), the use of accelerators in edge computing has been attracting attention due to their low power consumption and low latency. In this paper, we propose a system that further reduces the power consumption and cost by sharing an accelerator among multiple users while maintaining real-time performance. Four requirements are"
https://openalex.org/W3187925434,https://doi.org/10.1109/jiot.2021.3098019,2021,article,Toward Long-Term Effective and Robust Device-Free Indoor Localization via Channel State Information,IEEE Internet of Things Journal,Indoor and Outdoor Localization Technologies,adaptive DNN,,"With the rapid development of location-based IoT applications in recent years, indoor device-free passive localization based on Wi-Fi channel state information (CSI) has attracted considerable attention. In this article, we propose a long-term effective, robust, and accurate device-free passive fingerprinting localization scheme LTLoc, which only requires a single communication link. It takes the amplitudes extracted from the CSI along with"
https://openalex.org/W3191769047,https://doi.org/10.1145/3480172,2021,article,Adaptive Anomaly Detection for Internet of Things in Hierarchical Edge Computing: A Contextual-Bandit Approach,ACM Transactions on Internet of Things,Anomaly Detection Techniques and Applications,adaptive model selection,,"The advances in deep neural networks (DNN) have significantly enhanced real-time detection of anomalous data in IoT applications. However, the complexity-accuracy-delay dilemma persists: Complex DNN models offer higher accuracy, but typical IoT devices can barely afford the computation load, and the remedy of offloading the load to the cloud incurs long delay. In this article, we address this challenge by"
https://openalex.org/W3192474175,https://doi.org/10.1109/access.2021.3101306,2021,article,Architecture for Orchestrating Dynamic DNN-Powered Image Processing Tasks in Edge and Cloud Devices,IEEE Access,IoT and Edge/Fog Computing,dynamic DNN,,"DNN processing on image streams has opened the possibility for new and innovative applications. Some of those would benefit from performing the computation locally, avoiding incurring into latencies due to data travelling to image processing services in the cloud, and thus allowing for faster response times. New devices like the GPU-accelerated NVIDIA Jetson family, such as the Jetson Nano, are"
https://openalex.org/W3193886995,https://doi.org/10.1007/s12083-021-01223-1,2021,article,A DNN inference acceleration algorithm combining model partition and task allocation in heterogeneous edge computing system,Peer-to-Peer Networking and Applications,IoT and Edge/Fog Computing,adaptive DNN,,
https://openalex.org/W3198907060,https://doi.org/10.1109/icsess52187.2021.9522172,2021,conference-paper,An adaptive DNN Partition Algorithm Greedy Algorithm (ADPA),,IoT and Edge/Fog Computing,adaptive DNN,,"To solve the problem of DNN running too slowly on mobile terminals. The traditional approach is to use the edge server to cooperate with deep reasoning. However, this approach cannot be adapted to the partition according to the characteristics of each layer of the network and DNN, and can not achieve satisfactory reasoning acceleration effect. In this paper, an adaptive"
https://openalex.org/W3199427948,https://doi.org/10.13016/e1kn-sgys,2021,dissertation,Building Secure and Reliable Deep Learning Systems from a Systems Security Perspective,University Libraries (University of Maryland),Network Security and Intrusion Detection,adaptive DNN,,"As deep learning (DL) is becoming a key component in many business and safety-critical systems, such as self-driving cars or AI-assisted robotic surgery, adversaries have started placing them on their radar. To understand their potential threats, recent work studied the worst-case behaviors of deep neural networks (DNNs), such as mispredictions caused by adversarial examples or models altered by data poisoning"
https://openalex.org/W3200236657,https://doi.org/10.1145/3478073,2021,article,Context-aware Adaptive Surgery,Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies,IoT and Edge/Fog Computing,adaptive DNN,,"Deep Neural Networks (DNNs) have made massive progress in many fields and deploying DNNs on end devices has become an emerging trend to make intelligence closer to users. However, it is challenging to deploy large-scale and computation-intensive DNNs on resource-constrained end devices due to their small size and lightweight. To this end, model partition, which aims to partition DNNs into"
https://openalex.org/W3200878837,https://doi.org/10.1145/3476990,2021,article,Synergistically Exploiting CNN Pruning and HLS Versioning for Adaptive Inference on Multi-FPGAs at the Edge,ACM Transactions on Embedded Computing Systems,Advanced Neural Network Applications,adaptive inference,,"FPGAs, because of their energy efficiency, reconfigurability, and easily tunable HLS designs, have been used to accelerate an increasing number of machine learning, especially CNN-based, applications. As a representative example, IoT Edge applications, which require low latency processing of resource-hungry CNNs, offload the inferences from resource-limited IoT end nodes to Edge servers featuring FPGAs. However, the ever-increasing number of end"
